,Make,Model,MSRP
2540,Honda,Civic del Sol,2410
2541,Honda,Civic del Sol,2142
2542,Honda,Civic del Sol,2322
2543,Honda,Civic,24340
2544,Honda,Civic,20040
2545,Honda,Civic,19990
2546,Honda,Civic,24590
2547,Honda,Civic,27435
2548,Honda,Civic,23090
2549,Honda,Civic,20390
2550,Honda,Civic,22890
2551,Honda,Civic,21190
2552,Honda,Civic,25935
2553,Honda,Civic,24390
2554,Honda,Civic,22840
2555,Honda,Civic,23290
2556,Honda,Civic,26740
2557,Honda,Civic,26235
2558,Honda,Civic,24735
2559,Honda,Civic,19290
2560,Honda,Civic,21190
2561,Honda,Civic,24140
2562,Honda,Civic,18290
2563,Honda,Civic,18490
2564,Honda,Civic,24590
2565,Honda,Civic,29390
2566,Honda,Civic,22640
2567,Honda,Civic,23090
2568,Honda,Civic,19090
2569,Honda,Civic,26125
2570,Honda,Civic,23425
2571,Honda,Civic,26500
2572,Honda,Civic,22300
2573,Honda,Civic,18640
2574,Honda,Civic,22040
2575,Honda,Civic,22200
2576,Honda,Civic,21040
2577,Honda,Civic,20850
2578,Honda,Civic,24700
2579,Honda,Civic,19050
2580,Honda,Civic,19440
2581,Honda,Civic,23700
2582,Honda,Civic,23200
2583,Honda,Civic,20440
2584,Honda,Civic,24700
2585,Honda,Civic,19850
2586,Honda,Civic,19700
2587,Honda,Civic,21300
2588,Honda,Civic,25300
2589,Honda,Civic,22800
2590,Honda,Civic,20500
2591,Honda,Civic,22100
2592,Honda,Civic,26600
2593,Honda,Civic,26225
2594,Honda,Civic,22300
2595,Honda,Civic,23525
2596,Honda,Civic,23800
2597,Honda,Civic,21500
2598,Honda,Civic,20540
2599,Honda,Civic,18740
2600,Honda,Civic,20950
2601,Honda,Civic,22400
2602,Honda,Civic,23300
2603,Honda,Civic,24800
2604,Honda,Civic,19540
2605,Honda,Civic,21140
2606,Honda,Civic,19150
2607,Honda,Civic,22140
2608,Honda,Civic,19950
2609,Honda,Civic,24800
2610,Honda,Civic,21600
2611,Chevrolet,C/K 1500 Series,2949
2612,Chevrolet,C/K 1500 Series,2992
2613,Chevrolet,C/K 1500 Series,2529
2614,Chevrolet,C/K 1500 Series,2580
2615,Chevrolet,C/K 1500 Series,2668
2616,Chevrolet,C/K 1500 Series,2583
2617,Chevrolet,C/K 1500 Series,2637
2618,Chevrolet,C/K 1500 Series,2517
2619,Chevrolet,C/K 1500 Series,3046
2620,Chevrolet,C/K 1500 Series,2265
2621,Chevrolet,C/K 1500 Series,3046
2622,Chevrolet,C/K 1500 Series,2896
2623,Chevrolet,C/K 1500 Series,2891
2624,Chevrolet,C/K 1500 Series,2713
2625,Chevrolet,C/K 1500 Series,3120
2626,Chevrolet,C/K 1500 Series,2653
2627,Chevrolet,C/K 1500 Series,2541
2628,Chevrolet,C/K 1500 Series,2486
2629,Chevrolet,C/K 1500 Series,2268
2630,Chevrolet,C/K 1500 Series,2207
2631,Chevrolet,C/K 1500 Series,2925
2632,Chevrolet,C/K 1500 Series,2242
2633,Chevrolet,C/K 1500 Series,2554
2634,Chevrolet,C/K 1500 Series,3088
2635,Chevrolet,C/K 1500 Series,2749
2636,Chevrolet,C/K 1500 Series,3220
2637,Chevrolet,C/K 1500 Series,2996
2638,Chevrolet,C/K 1500 Series,2366
2639,Chevrolet,C/K 1500 Series,3265
2640,Chevrolet,C/K 1500 Series,3676
2641,Chevrolet,C/K 1500 Series,3427
2642,Chevrolet,C/K 1500 Series,3470
2643,Chevrolet,C/K 1500 Series,2898
2644,Chevrolet,C/K 1500 Series,2920
2645,Chevrolet,C/K 1500 Series,2580
2646,Chevrolet,C/K 1500 Series,3357
2647,Chevrolet,C/K 1500 Series,2996
2648,Chevrolet,C/K 1500 Series,2883
2649,Chevrolet,C/K 1500 Series,3094
2650,Chevrolet,C/K 1500 Series,2885
2651,Chevrolet,C/K 1500 Series,3419
2652,Chevrolet,C/K 1500 Series,2668
2653,Chevrolet,C/K 1500 Series,2789
2654,Chevrolet,C/K 1500 Series,3321
2655,Chevrolet,C/K 1500 Series,3342
2656,Chevrolet,C/K 1500 Series,3025
2657,Chevrolet,C/K 1500 Series,2653
2658,Chevrolet,C/K 1500 Series,2740
2659,Chevrolet,C/K 1500 Series,2639
2660,Chevrolet,C/K 1500 Series,3067
2661,Chevrolet,C/K 1500 Series,2817
2662,Chevrolet,C/K 1500 Series,3350
2663,Chevrolet,C/K 1500 Series,3282
2664,Chevrolet,C/K 1500 Series,2430
2665,Chevrolet,C/K 1500 Series,3696
2666,Chevrolet,C/K 1500 Series,4098
2667,Chevrolet,C/K 2500 Series,2949
2668,Chevrolet,C/K 2500 Series,3345
2669,Chevrolet,C/K 2500 Series,3034
2670,Chevrolet,C/K 2500 Series,2697
2671,Chevrolet,C/K 2500 Series,3360
2672,Chevrolet,C/K 2500 Series,3068
2673,Chevrolet,C/K 2500 Series,3090
2674,Chevrolet,C/K 2500 Series,2847
2675,Mercedes-Benz,CL-Class,211000
2676,Mercedes-Benz,CL-Class,158700
2677,Mercedes-Benz,CL-Class,114100
2678,Mercedes-Benz,CL-Class,151500
2679,Mercedes-Benz,CL-Class,213200
2680,Mercedes-Benz,CL-Class,153000
2681,Mercedes-Benz,CL-Class,115300
2682,Mercedes-Benz,CL-Class,160300
2683,Mercedes-Benz,CL-Class,215500
2684,Mercedes-Benz,CL-Class,116600
2685,Mercedes-Benz,CL-Class,162000
2686,Mercedes-Benz,CL-Class,154600
2687,Mercedes-Benz,CLA-Class,31500
2688,Mercedes-Benz,CLA-Class,33500
2689,Mercedes-Benz,CLA-Class,48500
2690,Mercedes-Benz,CLA-Class,32050
2691,Mercedes-Benz,CLA-Class,49500
2692,Mercedes-Benz,CLA-Class,34050
2693,Mercedes-Benz,CLA-Class,32400
2694,Mercedes-Benz,CLA-Class,34400
2695,Mercedes-Benz,CLA-Class,49950
2696,Acura,CL,29980
2697,Acura,CL,27980
2698,Acura,CL,28030
2699,Acura,CL,30030
2700,Acura,CL,32700
2701,Acura,CL,30550
2702,Acura,CL,30350
2703,Acura,CL,28200
2704,Acura,CL,30550
2705,Chevrolet,Classic,19505
2706,Chevrolet,Classic,19690
2707,Mercedes-Benz,CLK-Class,54200
2708,Mercedes-Benz,CLK-Class,89200
2709,Mercedes-Benz,CLK-Class,46200
2710,Mercedes-Benz,CLK-Class,62900
2711,Mercedes-Benz,CLK-Class,54900
2712,Mercedes-Benz,CLK-Class,46450
2713,Mercedes-Benz,CLK-Class,55150
2714,Mercedes-Benz,CLK-Class,135000
2715,Mercedes-Benz,CLK-Class,63200
2716,Mercedes-Benz,CLK-Class,89500
2717,Mercedes-Benz,CLK-Class,54500
2718,Mercedes-Benz,CLK-Class,56100
2719,Mercedes-Benz,CLK-Class,64800
2720,Mercedes-Benz,CLK-Class,56800
2721,Mercedes-Benz,CLK-Class,48100
2722,Mercedes-Benz,CLS-Class,73200
2723,Mercedes-Benz,CLS-Class,106550
2724,Mercedes-Benz,CLS-Class,65990
2725,Mercedes-Benz,CLS-Class,68490
2726,Mercedes-Benz,CLS-Class,75700
2727,Mercedes-Benz,CLS-Class,66900
2728,Mercedes-Benz,CLS-Class,69400
2729,Mercedes-Benz,CLS-Class,107800
2730,Mercedes-Benz,CLS-Class,76600
2731,Mercedes-Benz,CLS-Class,74100
2732,Mercedes-Benz,CLS-Class,74850
2733,Mercedes-Benz,CLS-Class,77350
2734,Mercedes-Benz,CLS-Class,108900
2735,Chevrolet,Cobalt,14410
2736,Chevrolet,Cobalt,15120
2737,Chevrolet,Cobalt,22335
2738,Chevrolet,Cobalt,14410
2739,Chevrolet,Cobalt,19695
2740,Chevrolet,Cobalt,15120
2741,Chevrolet,Cobalt,19695
2742,Chevrolet,Cobalt,16460
2743,Chevrolet,Cobalt,15660
2744,Chevrolet,Cobalt,23425
2745,Chevrolet,Cobalt,15660
2746,Chevrolet,Cobalt,23425
2747,Chevrolet,Cobalt,14990
2748,Chevrolet,Cobalt,14990
2749,Chevrolet,Cobalt,16460
2750,Chevrolet,Cobalt,15670
2751,Chevrolet,Cobalt,24535
2752,Chevrolet,Cobalt,14990
2753,Chevrolet,Cobalt,16470
2754,Chevrolet,Cobalt,14990
2755,Chevrolet,Cobalt,16470
2756,Chevrolet,Cobalt,15670
2757,Chevrolet,Colorado,28340
2758,Chevrolet,Colorado,29480
2759,Chevrolet,Colorado,23030
2760,Chevrolet,Colorado,20980
2761,Chevrolet,Colorado,30320
2762,Chevrolet,Colorado,26160
2763,Chevrolet,Colorado,27490
2764,Chevrolet,Colorado,22955
2765,Chevrolet,Colorado,19730
2766,Chevrolet,Colorado,24440
2767,Chevrolet,Colorado,17475
2768,Chevrolet,Colorado,24285
2769,Chevrolet,Colorado,26620
2770,Chevrolet,Colorado,20370
2771,Chevrolet,Colorado,27010
2772,Chevrolet,Colorado,28460
2773,Chevrolet,Colorado,29220
2774,Chevrolet,Colorado,29550
2775,Chevrolet,Colorado,25850
2776,Chevrolet,Colorado,28630
2777,Chevrolet,Colorado,27110
2778,Chevrolet,Colorado,24330
2779,Chevrolet,Colorado,26885
2780,Chevrolet,Colorado,30005
2781,Chevrolet,Colorado,34415
2782,Chevrolet,Colorado,21775
2783,Chevrolet,Colorado,32085
2784,Chevrolet,Colorado,30785
2785,Chevrolet,Colorado,32385
2786,Chevrolet,Colorado,34115
2787,Chevrolet,Colorado,25170
2788,Chevrolet,Colorado,20120
2789,Chevrolet,Colorado,27630
2790,Chevrolet,Colorado,29705
2791,Chevrolet,Colorado,31555
2792,Chevrolet,Colorado,30665
2793,Chevrolet,Colorado,32895
2794,Chevrolet,Colorado,35000
2795,Chevrolet,Colorado,30365
2796,Chevrolet,Colorado,28515
2797,Chevrolet,Colorado,33195
2798,Chevrolet,Colorado,30030
2799,Chevrolet,Colorado,20100
2800,Chevrolet,Colorado,32440
2801,Chevrolet,Colorado,31670
2802,Chevrolet,Colorado,26510
2803,Chevrolet,Colorado,30435
2804,Chevrolet,Colorado,27545
2805,Chevrolet,Colorado,24990
2806,Chevrolet,Colorado,35300
2807,Chevrolet,Colorado,27920
2808,Chevrolet,Colorado,22435
2809,Chevrolet,Colorado,25980
2810,Chevrolet,Colorado,29440
2811,Dodge,Colt,2000
2812,Dodge,Colt,2000
2813,Dodge,Colt,2000
2814,Dodge,Colt,2000
2815,Dodge,Colt,2000
2816,Dodge,Colt,2000
2817,Dodge,Colt,2000
2818,Dodge,Colt,2000
2819,Dodge,Colt,2000
2820,Dodge,Colt,2000
2821,Plymouth,Colt,2000
2822,Plymouth,Colt,2000
2823,Plymouth,Colt,2000
2824,Plymouth,Colt,2000
2825,Plymouth,Colt,2000
2826,Plymouth,Colt,2000
2827,Plymouth,Colt,2000
2828,Plymouth,Colt,2000
2829,Plymouth,Colt,2000
2830,Plymouth,Colt,2000
2831,Plymouth,Colt,2000
2832,Plymouth,Colt,2000
2833,Plymouth,Colt,2000
2834,Plymouth,Colt,2000
2835,Plymouth,Colt,2000
2836,Plymouth,Colt,2000
2837,Plymouth,Colt,2000
2838,Plymouth,Colt,2000
2839,Plymouth,Colt,2000
2840,Chrysler,Concorde,25520
2841,Chrysler,Concorde,22790
2842,Chrysler,Concorde,28415
2843,Chrysler,Concorde,23180
2844,Chrysler,Concorde,25910
2845,Chrysler,Concorde,28805
2846,Chrysler,Concorde,23480
2847,Chrysler,Concorde,26210
2848,Chrysler,Concorde,29105
2849,Bentley,Continental Flying Spur Speed,206600
2850,Bentley,Continental Flying Spur Speed,209600
2851,Bentley,Continental Flying Spur Speed,209600
2852,Bentley,Continental Flying Spur,181200
2853,Bentley,Continental Flying Spur,184200
2854,Bentley,Continental Flying Spur,184200
2855,Bentley,Continental GT Speed Convertible,238700
2856,Bentley,Continental GT Speed,207700
2857,Bentley,Continental GT Speed,217000
2858,Bentley,Continental GT3-R,337000
2859,Bentley,Continental GT,177500
2860,Bentley,Continental GT,196500
2861,Bentley,Continental GT,198600
2862,Bentley,Continental GT,250100
2863,Bentley,Continental GT,227600
2864,Bentley,Continental GT,203500
2865,Bentley,Continental GT,219400
2866,Bentley,Continental GT,206300
2867,Bentley,Continental GT,187900
2868,Bentley,Continental GT,223600
2869,Bentley,Continental GT,199700
2870,Bentley,Continental GT,231800
2871,Bentley,Continental GT,198500
2872,Bentley,Continental GT,218400
2873,Bentley,Continental GT,239400
2874,Bentley,Continental GT,236100
2875,Bentley,Continental GT,214600
2876,Bentley,Continental GT,210700
2877,Bentley,Continental GT,263400
2878,Bentley,Continental GTC Speed,231400
2879,Bentley,Continental GTC Speed,236100
2880,Bentley,Continental GTC,212800
2881,Bentley,Continental GTC,212800
2882,Bentley,Continental GTC,191400
2883,Bentley,Continental GTC,195200
2884,Bentley,Continental GTC,218500
2885,Bentley,Continental GTC,216200
2886,Bentley,Continental Supersports Convertible,280400
2887,Bentley,Continental Supersports Convertible,280400
2888,Bentley,Continental Supersports,267000
2889,Bentley,Continental Supersports,267000
2890,Bentley,Continental Supersports,267000
2891,Bentley,Continental,299900
2892,Bentley,Continental,279900
2893,Bentley,Continental,309900
2894,Bentley,Continental,319900
2895,Bentley,Continental,328990
2896,Bentley,Continental,318990
2897,Lincoln,Continental,39660
2898,Lincoln,Continental,39895
2899,Lincoln,Continental,38185
2900,Lincoln,Continental,38790
2901,Lincoln,Continental,39775
2902,Lincoln,Continental,44560
2903,Lincoln,Continental,46560
2904,Lincoln,Continental,49515
2905,Lincoln,Continental,55915
2906,Lincoln,Continental,62915
2907,Lincoln,Continental,53915
2908,Lincoln,Continental,64915
2909,Lincoln,Continental,47515
2910,Ford,Contour SVT,2655
2911,Ford,Contour SVT,2702
2912,Ford,Contour SVT,2937
2913,Ford,Contour,2000
2914,Ford,Contour,2000
2915,Ford,Contour,2000
2916,Ford,Contour,2000
2917,Ford,Contour,2000
2918,Ford,Contour,2000
2919,Ford,Contour,2000
2920,Ford,Contour,2079
2921,Rolls-Royce,Corniche,359990
2922,Toyota,Corolla iM,18750
2923,Toyota,Corolla iM,19490
2924,Toyota,Corolla,18965
2925,Toyota,Corolla,18965
2926,Toyota,Corolla,19665
2927,Toyota,Corolla,19895
2928,Toyota,Corolla,17550
2929,Toyota,Corolla,16950
2930,Toyota,Corolla,21495
2931,Toyota,Corolla,22025
2932,Toyota,Corolla,22955
2933,Toyota,Corolla,19195
2934,Toyota,Corolla,22725
2935,Toyota,Corolla,18565
2936,Toyota,Corolla,19135
2937,Toyota,Corolla,19135
2938,Toyota,Corolla,20065
2939,Toyota,Corolla,17300
2940,Toyota,Corolla,23125
2941,Toyota,Corolla,21665
2942,Toyota,Corolla,22195
2943,Toyota,Corolla,19835
2944,Toyota,Corolla,20635
2945,Toyota,Corolla,22895
2946,Toyota,Corolla,17900
2947,Toyota,Corolla,18735
2948,Toyota,Corolla,19365
2949,Toyota,Corolla,22680
2950,Toyota,Corolla,21300
2951,Toyota,Corolla,18500
2952,Toyota,Corolla,21665
2953,Toyota,Corolla,19335
2954,Toyota,Corolla,21900
2955,Toyota,Corolla,21825
2956,Toyota,Corolla,18935
2957,Toyota,Corolla,20445
2958,Volkswagen,Corrado,2000
2959,Volkswagen,Corrado,2000
2960,Volkswagen,Corrado,2000
2961,Volkswagen,Corrado,2000
2962,Chevrolet,Corsica,2000
2963,Chevrolet,Corsica,2000
2964,Chevrolet,Corvette Stingray,53000
2965,Chevrolet,Corvette Stingray,57000
2966,Chevrolet,Corvette Stingray,62000
2967,Chevrolet,Corvette Stingray,58000
2968,Chevrolet,Corvette,68160
2969,Chevrolet,Corvette,64160
2970,Chevrolet,Corvette,83000
2971,Chevrolet,Corvette,63160
2972,Chevrolet,Corvette,64000
2973,Chevrolet,Corvette,55000
2974,Chevrolet,Corvette,87650
2975,Chevrolet,Corvette,73450
2976,Chevrolet,Corvette,64450
2977,Chevrolet,Corvette,69450
2978,Chevrolet,Corvette,60000
2979,Chevrolet,Corvette,59000
2980,Chevrolet,Corvette,82270
2981,Chevrolet,Corvette,86270
2982,Chevrolet,Corvette,91650
2983,Chevrolet,Corvette,79000
2984,Chevrolet,Corvette,68450
2985,Chevrolet,Corvette,59160
2986,Chevrolet,Corvette,88345
2987,Chevrolet,Corvette,79400
2988,Chevrolet,Corvette,70145
2989,Chevrolet,Corvette,65145
2990,Chevrolet,Corvette,83400
2991,Chevrolet,Corvette,82965
2992,Chevrolet,Corvette,68855
2993,Chevrolet,Corvette,59855
2994,Chevrolet,Corvette,64400
2995,Chevrolet,Corvette,74145
2996,Chevrolet,Corvette,63855
2997,Chevrolet,Corvette,86965
2998,Chevrolet,Corvette,59400
2999,Chevrolet,Corvette,92345
3000,Chevrolet,Corvette,60400
3001,Chevrolet,Corvette,64855
3002,Chevrolet,Corvette,69145
3003,Chevrolet,Corvette,55400
3004,Chevrolet,Corvette,87015
3005,Chevrolet,Corvette,59905
3006,Chevrolet,Corvette,74195
3007,Chevrolet,Corvette,65195
3008,Chevrolet,Corvette,88395
3009,Chevrolet,Corvette,59450
3010,Chevrolet,Corvette,55450
3011,Chevrolet,Corvette,70195
3012,Chevrolet,Corvette,68905
3013,Chevrolet,Corvette,65450
3014,Chevrolet,Corvette,79450
3015,Chevrolet,Corvette,69905
3016,Chevrolet,Corvette,69195
3017,Chevrolet,Corvette,63905
3018,Chevrolet,Corvette,69450
3019,Chevrolet,Corvette,60450
3020,Chevrolet,Corvette,79195
3021,Chevrolet,Corvette,92395
3022,Chevrolet,Corvette,83450
3023,Chevrolet,Corvette,83015
3024,Chevrolet,Corvette,73905
3025,Chevrolet,Corvette,64450
3026,Chevrolet,Corvette,64905
3027,Chevrolet,Corvette,75195
3028,Audi,Coupe,2000
3029,Audi,Coupe,2000
3030,Maserati,Coupe,81013
3031,Maserati,Coupe,85174
3032,Maserati,Coupe,86877
3033,Maserati,Coupe,82633
3034,Maserati,Coupe,87577
3035,Maserati,Coupe,79900
3036,Volvo,Coupe,2000
3037,Honda,CR-V,26470
3038,Honda,CR-V,23120
3039,Honda,CR-V,30620
3040,Honda,CR-V,29370
3041,Honda,CR-V,24370
3042,Honda,CR-V,29120
3043,Honda,CR-V,29820
3044,Honda,CR-V,28570
3045,Honda,CR-V,25220
3046,Honda,CR-V,27870
3047,Honda,CR-V,32895
3048,Honda,CR-V,23445
3049,Honda,CR-V,30895
3050,Honda,CR-V,25545
3051,Honda,CR-V,29395
3052,Honda,CR-V,24695
3053,Honda,CR-V,26795
3054,Honda,CR-V,28145
3055,Honda,CR-V,31645
3056,Honda,CR-V,29645
3057,Honda,CR-V,27295
3058,Honda,CR-V,31245
3059,Honda,CR-V,32095
3060,Honda,CR-V,25845
3061,Honda,CR-V,28445
3062,Honda,CR-V,29945
3063,Honda,CR-V,25045
3064,Honda,CR-V,24545
3065,Honda,CR-V,25995
3066,Honda,CR-V,33395
3067,Honda,CR-V,23745
3068,Honda,CR-V,29745
3069,Honda,CR-Z,20645
3070,Honda,CR-Z,19995
3071,Honda,CR-Z,23340
3072,Honda,CR-Z,21840
3073,Honda,CR-Z,22490
3074,Honda,CR-Z,23990
3075,Honda,CR-Z,21990
3076,Honda,CR-Z,24140
3077,Honda,CR-Z,23490
3078,Honda,CR-Z,20145
3079,Honda,CR-Z,20795
3080,Honda,CR-Z,22640
3081,Honda,CR-Z,22140
3082,Honda,CR-Z,24440
3083,Honda,CR-Z,22790
3084,Honda,CR-Z,20295
3085,Honda,CR-Z,25090
3086,Honda,CR-Z,20945
3087,Toyota,Cressida,2000
3088,Toyota,Cressida,2000
3089,Toyota,Cressida,2000
3090,Chrysler,Crossfire,29145
3091,Chrysler,Crossfire,38545
3092,Chrysler,Crossfire,49470
3093,Chrysler,Crossfire,34195
3094,Chrysler,Crossfire,45170
3095,Chrysler,Crossfire,34185
3096,Chrysler,Crossfire,38955
3097,Chrysler,Crossfire,34595
3098,Chrysler,Crossfire,29510
3099,Chrysler,Crossfire,34560
3100,Chrysler,Crossfire,39130
3101,Chrysler,Crossfire,34735
3102,Honda,Crosstour,33540
3103,Honda,Crosstour,37090
3104,Honda,Crosstour,30890
3105,Honda,Crosstour,33015
3106,Honda,Crosstour,35640
3107,Honda,Crosstour,27230
3108,Honda,Crosstour,34990
3109,Honda,Crosstour,30915
3110,Honda,Crosstour,33690
3111,Honda,Crosstour,33165
3112,Honda,Crosstour,31065
3113,Honda,Crosstour,27380
3114,Honda,Crosstour,35790
3115,Honda,Crosstour,35140
3116,Honda,Crosstour,37240
3117,Honda,Crosstour,31040
3118,Honda,Crosstour,33315
3119,Honda,Crosstour,37390
3120,Honda,Crosstour,35940
3121,Honda,Crosstour,31190
3122,Honda,Crosstour,31215
3123,Honda,Crosstour,35290
3124,Honda,Crosstour,27530
3125,Honda,Crosstour,33840
3126,Subaru,Crosstrek,26395
3127,Subaru,Crosstrek,22395
3128,Subaru,Crosstrek,25095
3129,Subaru,Crosstrek,23395
3130,Subaru,Crosstrek,21595
3131,Subaru,Crosstrek,29995
3132,Subaru,Crosstrek,22495
3133,Subaru,Crosstrek,23495
3134,Subaru,Crosstrek,25195
3135,Subaru,Crosstrek,21695
3136,Ford,Crown Victoria,29205
3137,Ford,Crown Victoria,29905
3138,Ford,Crown Victoria,29905
3139,Chevrolet,Cruze Limited,20195
3140,Chevrolet,Cruze Limited,17845
3141,Chevrolet,Cruze Limited,24370
3142,Chevrolet,Cruze Limited,23370
3143,Chevrolet,Cruze Limited,19165
3144,Chevrolet,Cruze Limited,21470
3145,Chevrolet,Cruze Limited,16120
3146,Chevrolet,Cruze Limited,20195
3147,Chevrolet,Cruze Limited,18970
3148,Chevrolet,Cruze,16170
3149,Chevrolet,Cruze,23270
3150,Chevrolet,Cruze,20095
3151,Chevrolet,Cruze,17745
3152,Chevrolet,Cruze,20095
3153,Chevrolet,Cruze,24270
3154,Chevrolet,Cruze,18870
3155,Chevrolet,Cruze,19065
3156,Chevrolet,Cruze,21370
3157,Chevrolet,Cruze,25660
3158,Chevrolet,Cruze,19120
3159,Chevrolet,Cruze,18120
3160,Chevrolet,Cruze,16620
3161,Chevrolet,Cruze,21120
3162,Chevrolet,Cruze,19820
3163,Chevrolet,Cruze,23120
3164,Chevrolet,Cruze,21920
3165,Chevrolet,Cruze,21240
3166,Chevrolet,Cruze,21450
3167,Chevrolet,Cruze,16975
3168,Chevrolet,Cruze,18525
3169,Chevrolet,Cruze,23475
3170,Chevrolet,Cruze,20150
3171,Chevrolet,Cruze,19525
3172,Chevrolet,Cruze,23945
3173,Lexus,CT 200h,32200
3174,Lexus,CT 200h,31250
3175,Lexus,CT 200h,31250
3176,Cadillac,CT6,58395
3177,Cadillac,CT6,67570
3178,Cadillac,CT6,60395
3179,Cadillac,CT6,55495
3180,Cadillac,CT6,63570
3181,Cadillac,CT6,53495
3182,Cadillac,CT6,87465
3183,Cadillac,CT6,83465
3184,Cadillac,CT6,64395
3185,Cadillac,CT6,64395
3186,Cadillac,CT6,63595
3187,Cadillac,CT6,87495
3188,Cadillac,CT6,53495
3189,Cadillac,CT6,60395
3190,Cadillac,CT6,58395
3191,Cadillac,CT6,67595
3192,Cadillac,CT6,83495
3193,Cadillac,CT6,55495
3194,Cadillac,CTS Coupe,40615
3195,Cadillac,CTS Coupe,48150
3196,Cadillac,CTS Coupe,38715
3197,Cadillac,CTS Coupe,43950
3198,Cadillac,CTS Coupe,45850
3199,Cadillac,CTS Coupe,50050
3200,Cadillac,CTS Coupe,40805
3201,Cadillac,CTS Coupe,43950
3202,Cadillac,CTS Coupe,50050
3203,Cadillac,CTS Coupe,45850
3204,Cadillac,CTS Coupe,38905
3205,Cadillac,CTS Coupe,48150
3206,Cadillac,CTS Coupe,39495
3207,Cadillac,CTS Coupe,49995
3208,Cadillac,CTS Coupe,47995
3209,Cadillac,CTS Coupe,45795
3210,Cadillac,CTS Coupe,41495
3211,Cadillac,CTS Coupe,43795
3212,Cadillac,CTS-V Coupe,63215
3213,Cadillac,CTS-V Coupe,63600
3214,Cadillac,CTS-V Coupe,69900
3215,Cadillac,CTS-V Wagon,63215
3216,Cadillac,CTS-V Wagon,63215
3217,Cadillac,CTS-V Wagon,63600
3218,Cadillac,CTS-V,63600
3219,Cadillac,CTS-V,83995
3220,Cadillac,CTS-V,85995
3221,Cadillac,CTS Wagon,39015
3222,Cadillac,CTS Wagon,44190
3223,Cadillac,CTS Wagon,40915
3224,Cadillac,CTS Wagon,44050
3225,Cadillac,CTS Wagon,51650
3226,Cadillac,CTS Wagon,42150
3227,Cadillac,CTS Wagon,49750
3228,Cadillac,CTS Wagon,46090
3229,Cadillac,CTS Wagon,44190
3230,Cadillac,CTS Wagon,42150
3231,Cadillac,CTS Wagon,41105
3232,Cadillac,CTS Wagon,49750
3233,Cadillac,CTS Wagon,46090
3234,Cadillac,CTS Wagon,39205
3235,Cadillac,CTS Wagon,51650
3236,Cadillac,CTS Wagon,44050
3237,Cadillac,CTS Wagon,49795
3238,Cadillac,CTS Wagon,44095
3239,Cadillac,CTS Wagon,42195
3240,Cadillac,CTS Wagon,46095
3241,Cadillac,CTS Wagon,44195
3242,Cadillac,CTS Wagon,51695
3243,Cadillac,CTS,54970
3244,Cadillac,CTS,51270
3245,Cadillac,CTS,53270
3246,Cadillac,CTS,62070
3247,Cadillac,CTS,63770
3248,Cadillac,CTS,61770
3249,Cadillac,CTS,69340
3250,Cadillac,CTS,47345
3251,Cadillac,CTS,59370
3252,Cadillac,CTS,45345
3253,Cadillac,CTS,55670
3254,Cadillac,CTS,57670
3255,Cadillac,CTS,60070
3256,Cadillac,CTS,52970
3257,Cadillac,CTS,57370
3258,Cadillac,CTS,59340
3259,Cadillac,CTS,58285
3260,Cadillac,CTS,45560
3261,Cadillac,CTS,60685
3262,Cadillac,CTS,59955
3263,Cadillac,CTS,51285
3264,Cadillac,CTS,69955
3265,Cadillac,CTS,53285
3266,Cadillac,CTS,60285
3267,Cadillac,CTS,53285
3268,Cadillac,CTS,62685
3269,Cadillac,CTS,58285
3270,Cadillac,CTS,64685
3271,Cadillac,CTS,62685
3272,Cadillac,CTS,56285
3273,Cadillac,CTS,55285
3274,Cadillac,CTS,47560
3275,Cadillac,CTS,61195
3276,Cadillac,CTS,51695
3277,Cadillac,CTS,70795
3278,Cadillac,CTS,47995
3279,Cadillac,CTS,55695
3280,Cadillac,CTS,59195
3281,Cadillac,CTS,53695
3282,Cadillac,CTS,53695
3283,Cadillac,CTS,60695
3284,Cadillac,CTS,45995
3285,Nissan,Cube,14980
3286,Nissan,Cube,18680
3287,Nissan,Cube,16580
3288,Nissan,Cube,17580
3289,Nissan,Cube,16760
3290,Nissan,Cube,18860
3291,Nissan,Cube,17760
3292,Nissan,Cube,19000
3293,Nissan,Cube,16900
3294,Nissan,Cube,17900
3295,Oldsmobile,Custom Cruiser,2000
3296,Oldsmobile,Custom Cruiser,2000
3297,Oldsmobile,Custom Cruiser,2000
3298,Oldsmobile,Cutlass Calais,2000
3299,Oldsmobile,Cutlass Calais,2000
3300,Oldsmobile,Cutlass Calais,2000
3301,Oldsmobile,Cutlass Calais,2000
3302,Oldsmobile,Cutlass Calais,2000
3303,Oldsmobile,Cutlass Calais,2000
3304,Oldsmobile,Cutlass Calais,2000
3305,Oldsmobile,Cutlass Calais,2000
3306,Oldsmobile,Cutlass Calais,2000
3307,Oldsmobile,Cutlass Calais,2000
3308,Oldsmobile,Cutlass Calais,2000
3309,Oldsmobile,Cutlass Calais,2000
3310,Oldsmobile,Cutlass Calais,2000
3311,Oldsmobile,Cutlass Calais,2000
3312,Oldsmobile,Cutlass Calais,2000
3313,Oldsmobile,Cutlass Calais,2000
3314,Oldsmobile,Cutlass Ciera,2000
3315,Oldsmobile,Cutlass Ciera,2000
3316,Oldsmobile,Cutlass Ciera,2000
3317,Oldsmobile,Cutlass Ciera,2000
